comune,provincia,regione,url,L'ALTRA EMILIA ROMAGNA,L'ALTRA EMILIA ROMAGNA_perc,MOVIMENTO 3V VACCINI VOGLIAMO VERITA',MOVIMENTO 3V VACCINI VOGLIAMO VERITA'_perc,POTERE AL POPOLO!,POTERE AL POPOLO!_perc,MOVIMENTO 5 STELLE,MOVIMENTO 5 STELLE_perc,PARTITO DEMOCRATICO,PARTITO DEMOCRATICO_perc,VOLT EMILIA-ROMAGNA,VOLT EMILIA-ROMAGNA_perc,+EUROPA - PSI - PRI,+EUROPA - PSI - PRI_perc,BONACCINI PRESIDENTE,BONACCINI PRESIDENTE_perc,EMILIA-ROMAGNA CORAGGIOSA ECOLOGISTA PROGRESSISTA,EMILIA-ROMAGNA CORAGGIOSA ECOLOGISTA PROGRESSISTA_perc,EUROPA VERDE,EUROPA VERDE_perc,PARTITO COMUNISTA,PARTITO COMUNISTA_perc,LEGA,LEGA_perc,FORZA ITALIA,FORZA ITALIA_perc,PROGETTO EMILIA-ROMAGNA RETE CIVICA BORGONZONI PRESIDENTE,PROGETTO EMILIA-ROMAGNA RETE CIVICA BORGONZONI PRESIDENTE_perc,FRATELLI D'ITALIA,FRATELLI D'ITALIA_perc,IL POPOLO DELLA FAMIGLIA - CAMBIAMO!,IL POPOLO DELLA FAMIGLIA - CAMBIAMO!_perc,GIOVANI PER L'AMBIENTE,GIOVANI PER L'AMBIENTE_perc,TESORO CALABRIA CARLO TANSI PRESIDENTE,TESORO CALABRIA CARLO TANSI PRESIDENTE_perc,CALABRIA PULITA CON CARLO TANSI,CALABRIA PULITA CON CARLO TANSI_perc,CALABRIA LIBERA CON CARLO TANSI,CALABRIA LIBERA CON CARLO TANSI_perc,IO RESTO IN CALABRIA CON CALLIPO,IO RESTO IN CALABRIA CON CALLIPO_perc,DEMOCRATICI PROGRESSISTI CALABRIA,DEMOCRATICI PROGRESSISTI CALABRIA_perc,FORZA ITALIA BERLUSCONI PER SANTELLI,FORZA ITALIA BERLUSCONI PER SANTELLI_perc,JOLE SANTELLI PRESIDENTE,JOLE SANTELLI PRESIDENTE_perc,LEGA SALVINI CALABRIA,LEGA SALVINI CALABRIA_perc,GIORGIA MELONI FRATELLI D'ITALIA,GIORGIA MELONI FRATELLI D'ITALIA_perc,CASA DELLE LIBERTA',CASA DELLE LIBERTA'_perc,CALABRIA LIBERTAS UNIONE DI CENTRO,CALABRIA LIBERTAS UNIONE DI CENTRO_perc,LIBERI DI CAMBIARE CALABRIA CIVICA AIELL,LIBERI DI CAMBIARE CALABRIA CIVICA AIELL_perc,MOVIMENTO 5 STELLE ILBLOGDELLESTELLE.IT,MOVIMENTO 5 STELLE ILBLOGDELLESTELLE.IT_perc,LUGLI STEFANO_total_votes,LUGLI STEFANO_total_perc,BATTAGLIA DOMENICO_total_votes,BATTAGLIA DOMENICO_total_perc,COLLOT MARTA_total_votes,COLLOT MARTA_total_perc,BENINI SIMONE_total_votes,BENINI SIMONE_total_perc,BONACCINI STEFANO_total_votes,BONACCINI STEFANO_total_perc,BERGAMINI LAURA_total_votes,BERGAMINI LAURA_total_perc,BORGONZONI LUCIA_total_votes,BORGONZONI LUCIA_total_perc,TANSI CARLO_total_votes,TANSI CARLO_total_perc,CALLIPO FILIPPO_total_votes,CALLIPO FILIPPO_total_perc,SANTELLI JOLE_total_votes,SANTELLI JOLE_total_perc,AIELLO FRANCESCO_total_votes,AIELLO FRANCESCO_total_perc
ROMBIOLO,,,,0,0.0,0,0.0,0,0.0,0,0.0,265,13.75,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,55,2.85,0,0.0,0,0.0,233,12.09,257,13.34,104,5.4,259,13.44,202,10.48,49,2.54,175,9.08,60,3.11,7,0.36,94,4.88,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,56,2.91,788,40.89,862,44.73,105,5.45
SAN CALOGERO,,,,0,0.0,0,0.0,0,0.0,0,0.0,162,9.56,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,66,3.89,0,0.0,0,0.0,120,7.08,125,7.37,131,7.73,331,19.53,263,15.52,68,4.01,117,6.9,64,3.78,3,0.18,114,6.73,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,78,4.6,451,26.61,988,58.29,120,7.08
SAN COSTANTINO CALABRO,,,,0,0.0,0,0.0,0,0.0,0,0.0,250,23.28,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,13,1.21,0,0.0,0,0.0,191,17.78,50,4.66,48,4.47,74,6.89,110,10.24,33,3.07,157,14.62,13,1.21,4,0.37,30,2.79,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,16,1.49,526,48.98,440,40.97,34,3.17
SAN GREGORIO D'IPPONA,,,,0,0.0,0,0.0,0,0.0,0,0.0,87,7.59,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,12,1.05,0,0.0,0,0.0,134,11.68,69,6.02,309,26.94,186,16.22,48,4.18,30,2.62,43,3.75,108,9.42,2,0.17,54,4.71,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17,1.48,310,27.03,728,63.47,57,4.97
SAN NICOLA DA CRISSA,,,,0,0.0,0,0.0,0,0.0,0,0.0,54,8.18,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,9,1.36,0,0.0,0,0.0,50,7.58,32,4.85,29,4.39,32,4.85,59,8.94,13,1.97,24,3.64,254,38.48,0,0.0,26,3.94,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10,1.52,156,23.64,412,62.42,27,4.09
SANT'ONOFRIO,,,,0,0.0,0,0.0,0,0.0,0,0.0,219,16.81,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,15,1.15,0,0.0,0,0.0,129,9.9,71,5.45,117,8.98,176,13.51,114,8.75,55,4.22,186,14.27,70,5.37,7,0.54,33,2.53,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,24,1.84,483,37.07,725,55.64,41,3.15
SERRA SAN BRUNO,,,,0,0.0,0,0.0,0,0.0,0,0.0,1096,29.73,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,59,1.6,0,0.0,0,0.0,200,5.43,100,2.71,202,5.48,218,5.91,695,18.86,404,10.96,260,7.05,97,2.63,5,0.14,112,3.04,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,64,1.74,1429,38.77,1885,51.14,125,3.39
SIMBARIO,,,,0,0.0,0,0.0,0,0.0,0,0.0,76,16.89,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,11,2.44,0,0.0,0,0.0,35,7.78,3,0.67,28,6.22,54,12.0,89,19.78,25,5.56,34,7.56,28,6.22,0,0.0,33,7.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,11,2.44,124,27.56,267,59.33,35,7.78
SORIANELLO,,,,0,0.0,0,0.0,0,0.0,0,0.0,54,9.46,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,0.7,0,0.0,0,0.0,26,4.55,23,4.03,119,20.84,47,8.23,46,8.06,32,5.6,162,28.37,19,3.33,2,0.35,13,2.28,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,0.88,108,18.91,427,74.78,15,2.63
SORIANO CALABRO,,,,0,0.0,0,0.0,0,0.0,0,0.0,112,11.11,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,23,2.28,0,0.0,0,0.0,66,6.55,152,15.08,74,7.34,176,17.46,69,6.85,61,6.05,163,16.17,26,2.58,3,0.3,13,1.29,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,26,2.58,359,35.62,582,57.74,18,1.79
SPADOLA,,,,0,0.0,0,0.0,0,0.0,0,0.0,83,17.26,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,9,1.87,0,0.0,0,0.0,31,6.44,8,1.66,45,9.36,22,4.57,81,16.84,35,7.28,58,12.06,50,10.4,4,0.83,31,6.44,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,12,2.49,124,25.78,291,60.5,36,7.48
SPILINGA,,,,0,0.0,0,0.0,0,0.0,0,0.0,66,9.79,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,13,1.93,0,0.0,0,0.0,66,9.79,99,14.69,39,5.79,75,11.13,95,14.09,29,4.3,125,18.55,8,1.19,4,0.59,22,3.26,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,13,1.93,239,35.46,377,55.93,26,3.86
STEFANACONI,,,,0,0.0,0,0.0,0,0.0,0,0.0,103,10.44,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,19,1.93,0,0.0,0,0.0,140,14.18,68,6.89,120,12.16,154,15.6,85,8.61,51,5.17,86,8.71,33,3.34,4,0.41,30,3.04,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,20,2.03,361,36.58,537,54.41,35,3.55
TROPEA,,,,0,0.0,0,0.0,0,0.0,0,0.0,390,13.91,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,69,2.46,0,0.0,0,0.0,211,7.53,77,2.75,181,6.46,440,15.7,799,28.51,128,4.57,171,6.1,48,1.71,9,0.32,99,3.53,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,72,2.57,735,26.22,1791,63.9,111,3.96
VALLELONGA,,,,0,0.0,0,0.0,0,0.0,0,0.0,52,14.94,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.57,0,0.0,0,0.0,32,9.2,6,1.72,18,5.17,20,5.75,34,9.77,23,6.61,70,20.11,47,13.51,0,0.0,10,2.87,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.57,109,31.32,213,61.21,10,2.87
VAZZANO,,,,0,0.0,0,0.0,0,0.0,0,0.0,80,15.97,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,19,3.79,0,0.0,0,0.0,112,22.36,33,6.59,26,5.19,107,21.36,31,6.19,24,4.79,17,3.39,10,2.0,3,0.6,14,2.79,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,19,3.79,239,47.7,216,43.11,17,3.39
VIBO VALENTIA,,,,0,0.0,0,0.0,0,0.0,0,0.0,1201,8.72,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,396,2.88,0,0.0,0,0.0,2966,21.54,518,3.76,1120,8.13,2117,15.37,1081,7.85,779,5.66,952,6.91,463,3.36,87,0.63,570,4.14,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,478,3.47,5486,39.84,6626,48.12,689,5.0
ZACCANOPOLI,,,,0,0.0,0,0.0,0,0.0,0,0.0,60,17.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,15,4.45,0,0.0,0,0.0,34,10.09,52,15.43,20,5.93,13,3.86,23,6.82,15,4.45,20,5.93,11,3.26,0,0.0,16,4.75,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,15,4.45,172,51.04,104,30.86,17,5.04
ZAMBRONE,,,,0,0.0,0,0.0,0,0.0,0,0.0,64,8.6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7,0.94,0,0.0,0,0.0,88,11.83,65,8.74,58,7.8,113,15.19,101,13.58,49,6.59,80,10.75,27,3.63,4,0.54,25,3.36,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,8,1.08,229,30.78,433,58.2,30,4.03
ZUNGRI,,,,0,0.0,0,0.0,0,0.0,0,0.0,108,12.29,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,14,1.59,0,0.0,0,0.0,90,10.24,75,8.53,57,6.48,43,4.89,199,22.64,58,6.6,96,10.92,32,3.64,3,0.34,37,4.21,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,15,1.71,288,32.76,485,55.18,41,4.66
TREBISACCE,,,,0,0.0,0,0.0,0,0.0,0,0.0,207,4.53,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,69,1.51,17,0.37,12,0.26,2091,45.81,140,3.07,254,5.56,68,1.49,440,9.64,324,7.1,214,4.69,149,3.26,19,0.42,194,4.25,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,114,2.5,2493,54.61,1468,32.16,220,4.82
VACCARIZZO ALBANESE,,,,0,0.0,0,0.0,0,0.0,0,0.0,67,14.89,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,11,2.44,1,0.22,3,0.67,21,4.67,16,3.56,49,10.89,35,7.78,70,15.56,82,18.22,20,4.44,18,4.0,1,0.22,30,6.67,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,19,4.22,109,24.22,275,61.11,31,6.89
VERBICARO,,,,0,0.0,0,0.0,0,0.0,0,0.0,124,11.12,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,45,4.04,13,1.17,8,0.72,109,9.78,47,4.22,173,15.52,170,15.25,103,9.24,30,2.69,3,0.27,69,6.19,6,0.54,111,9.96,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,83,7.44,293,26.28,559,50.13,122,10.94
VILLAPIANA,,,,0,0.0,0,0.0,0,0.0,0,0.0,277,12.44,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,40,1.8,15,0.67,11,0.49,294,13.21,165,7.41,401,18.01,69,3.1,358,16.08,139,6.24,57,2.56,151,6.78,17,0.76,119,5.35,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,80,3.59,747,33.56,1191,53.5,139,6.24
ZUMPANO,,,,0,0.0,0,0.0,0,0.0,0,0.0,181,14.69,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,81,6.57,30,2.44,31,2.52,122,9.9,57,4.63,110,8.93,155,12.58,63,5.11,119,9.66,41,3.33,36,2.92,6,0.49,112,9.09,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,174,14.12,379,30.76,527,42.78,122,9.9
CORIGLIANO-ROSSANO,,,,0,0.0,0,0.0,0,0.0,0,0.0,3354,13.03,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1095,4.26,116,0.45,92,0.36,1782,6.92,728,2.83,2411,9.37,3641,14.15,3135,12.18,3035,11.79,422,1.64,1893,7.36,94,0.37,2006,7.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1693,6.58,6275,24.39,14698,57.12,2195,8.53
COSENZA,,,,0,0.0,0,0.0,0,0.0,0,0.0,3232,10.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3177,10.12,644,2.05,1220,3.89,2680,8.54,1531,4.88,2786,8.88,3472,11.06,1705,5.43,2631,8.38,1163,3.71,1282,4.08,158,0.5,1922,6.12,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6536,20.83,8607,27.42,13242,42.19,2203,7.02
CROPALATI,,,,0,0.0,0,0.0,0,0.0,0,0.0,150,30.99,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,1.24,2,0.41,1,0.21,9,1.86,19,3.93,105,21.69,30,6.2,43,8.88,37,7.64,4,0.83,11,2.27,0,0.0,44,9.09,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,9,1.86,183,37.81,231,47.73,44,9.09
CROSIA,,,,0,0.0,0,0.0,0,0.0,0,0.0,563,13.32,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,78,1.85,14,0.33,12,0.28,123,2.91,54,1.28,1591,37.65,103,2.44,269,6.37,332,7.86,33,0.78,85,2.01,5,0.12,797,18.86,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,110,2.6,747,17.68,2420,57.26,806,19.07
DIAMANTE,,,,0,0.0,0,0.0,0,0.0,0,0.0,106,4.72,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,228,10.15,24,1.07,47,2.09,224,9.97,123,5.48,272,12.11,220,9.8,260,11.58,131,5.83,132,5.88,197,8.77,25,1.11,71,3.16,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,369,16.43,479,21.33,1230,54.76,104,4.63
DIPIGNANO,,,,0,0.0,0,0.0,0,0.0,0,0.0,233,10.02,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,200,8.6,34,1.46,76,3.27,128,5.51,233,10.02,280,12.04,413,17.76,163,7.01,91,3.91,62,2.67,71,3.05,11,0.47,110,4.73,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,400,17.2,641,27.57,1089,46.84,124,5.33
DOMANICO,,,,0,0.0,0,0.0,0,0.0,0,0.0,137,29.15,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,24,5.11,8,1.7,10,2.13,19,4.04,14,2.98,27,5.74,27,5.74,62,13.19,34,7.23,33,7.02,18,3.83,3,0.64,27,5.74,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,50,10.64,178,37.87,202,42.98,31,6.6
FAGNANO CASTELLO,,,,0,0.0,0,0.0,0,0.0,0,0.0,182,10.75,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,83,4.9,12,0.71,60,3.54,53,3.13,118,6.97,211,12.46,143,8.45,170,10.04,344,20.32,27,1.59,109,6.44,6,0.35,72,4.25,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,183,10.81,362,21.38,1005,59.36,81,4.78
FALCONARA ALBANESE,,,,0,0.0,0,0.0,0,0.0,0,0.0,35,5.55,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,49,7.77,6,0.95,7,1.11,67,10.62,21,3.33,51,8.08,26,4.12,144,22.82,52,8.24,66,10.46,30,4.75,5,0.79,28,4.44,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,73,11.57,129,20.44,370,58.64,34,5.39
FIGLINE VEGLIATURO,,,,0,0.0,0,0.0,0,0.0,0,0.0,69,10.31,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,41,6.13,5,0.75,12,1.79,40,5.98,85,12.71,120,17.94,94,14.05,44,6.58,54,8.07,13,1.94,19,2.84,1,0.15,39,5.83,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,71,10.61,200,29.9,345,51.57,41,6.13
FIRMO,,,,0,0.0,0,0.0,0,0.0,0,0.0,74,8.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,15,1.76,0,0.0,6,0.71,69,8.11,101,11.87,113,13.28,65,7.64,116,13.63,101,11.87,13,1.53,32,3.76,7,0.82,88,10.34,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,28,3.29,252,29.61,442,51.94,96,11.28
FIUMEFREDDO BRUZIO,,,,0,0.0,0,0.0,0,0.0,0,0.0,93,6.91,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,48,3.57,7,0.52,23,1.71,112,8.33,41,3.05,127,9.44,97,7.21,288,21.41,170,12.64,83,6.17,95,7.06,3,0.22,84,6.25,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,92,6.84,265,19.7,870,64.68,89,6.62
FRANCAVILLA MARITTIMA,,,,0,0.0,0,0.0,0,0.0,0,0.0,123,9.04,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,30,2.2,5,0.37,2,0.15,224,16.46,69,5.07,227,16.68,31,2.28,277,20.35,93,6.83,83,6.1,65,4.78,5,0.37,52,3.82,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,42,3.09,419,30.79,783,57.53,62,4.56
FRASCINETO,,,,0,0.0,0,0.0,0,0.0,0,0.0,152,14.92,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,52,5.1,5,0.49,5,0.49,99,9.72,44,4.32,197,19.33,18,1.77,150,14.72,52,5.1,54,5.3,51,5.0,11,1.08,48,4.71,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,75,7.36,315,30.91,535,52.5,60,5.89
FUSCALDO,,,,0,0.0,0,0.0,0,0.0,0,0.0,215,5.56,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,119,3.08,41,1.06,33,0.85,320,8.28,232,6.0,395,10.22,507,13.12,367,9.5,552,14.28,235,6.08,437,11.31,19,0.49,215,5.56,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,232,6.0,802,20.75,2509,64.92,246,6.36
GRIMALDI,,,,0,0.0,0,0.0,0,0.0,0,0.0,94,10.96,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,41,4.78,13,1.52,10,1.17,104,12.12,18,2.1,103,12.0,66,7.69,85,9.91,63,7.34,50,5.83,52,6.06,48,5.59,59,6.88,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,71,8.28,223,25.99,421,49.07,109,12.7
GRISOLIA,,,,0,0.0,0,0.0,0,0.0,0,0.0,89,9.56,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,40,4.3,4,0.43,5,0.54,55,5.91,80,8.59,113,12.14,158,16.97,97,10.42,39,4.19,31,3.33,115,12.35,1,0.11,49,5.26,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,50,5.37,232,24.92,554,59.51,51,5.48
GUARDIA PIEMONTESE,,,,0,0.0,0,0.0,0,0.0,0,0.0,51,5.76,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,45,5.08,8,0.9,9,1.02,66,7.46,51,5.76,62,7.01,87,9.83,105,11.86,46,5.2,184,20.79,47,5.31,5,0.56,56,6.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,73,8.25,189,21.36,533,60.23,63,7.12
LAGO,,,,0,0.0,0,0.0,0,0.0,0,0.0,94,7.51,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,40,3.2,5,0.4,5,0.4,100,7.99,99,7.91,87,6.95,192,15.35,90,7.19,210,16.79,109,8.71,80,6.39,3,0.24,54,4.32,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,59,4.72,305,24.38,774,61.87,59,4.72
LAINO BORGO,,,,0,0.0,0,0.0,0,0.0,0,0.0,33,4.16,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,19,2.39,2,0.25,4,0.5,68,8.56,8,1.01,205,25.82,55,6.93,160,20.15,46,5.79,16,2.02,91,11.46,8,1.01,19,2.39,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,31,3.9,114,14.36,582,73.3,27,3.4
LAINO CASTELLO,,,,0,0.0,0,0.0,0,0.0,0,0.0,39,12.34,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,1.27,2,0.63,0,0.0,51,16.14,5,1.58,48,15.19,10,3.16,57,18.04,9,2.85,32,10.13,30,9.49,11,3.48,5,1.58,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7,2.22,99,31.33,188,59.49,16,5.06
LAPPANO,,,,0,0.0,0,0.0,0,0.0,0,0.0,78,14.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,39,7.0,5,0.9,5,0.9,56,10.05,47,8.44,66,11.85,56,10.05,25,4.49,106,19.03,16,2.87,11,1.97,0,0.0,15,2.69,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,63,11.31,185,33.21,283,50.81,15,2.69
